outer_fold,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients,experiment,analysis_status
1,0.5977687039294951,0.3988235439139953,0.7967138639449949,0.6730848361641669,0.5025259421750268,0.7244949545711099,0.7048611111111112,0.5625,16.875,0.1764795473377881,0.6236210561569433,16,1631,0.2305334150827713,0.2317596566523605,16,16,W_V3_0.10,EXPLORATORY_LOCKED_FUSION
2,0.666682456264136,0.4492818752255482,0.8840830373027239,0.7051617241852426,0.46976089181336567,0.7594044908982255,0.6959154158849281,0.5625,9.125,0.08525966882942002,0.6372397040798765,16,1498,0.157543391188251,0.19893190921228304,16,16,W_V3_0.10,EXPLORATORY_LOCKED_FUSION
3,0.651833731109791,0.45166396329464,0.8520034989249422,0.6892343917324917,0.5177500730391904,0.7815510370309422,0.7688279857397504,0.7058823529411765,13.294117647058824,0.12181789885155953,0.6617252864710511,17,1746,0.2124856815578465,0.211340206185567,17,17,W_V3_0.10,EXPLORATORY_LOCKED_FUSION
4,0.6200849848758997,0.4629439064567435,0.7772260632950557,0.627740739154975,0.5452876792979834,0.6924655324695926,0.7148809523809524,0.6666666666666666,9.733333333333333,0.11161101941852992,0.6272901715423524,15,1425,0.28912280701754384,0.26526315789473687,15,15,W_V3_0.10,EXPLORATORY_LOCKED_FUSION
5,0.6779716539230918,0.5206192361612677,0.8353240716849157,0.7186234155154474,0.6365179046312013,0.759470202009483,0.84453125,0.8125,9.0625,0.10601357403905831,0.6999632557979731,16,1335,0.2606741573033708,0.2539325842696629,16,16,W_V3_0.10,EXPLORATORY_LOCKED_FUSION
1,0.5711579503818609,0.4006621103049891,0.7416537904587328,0.6609896575090799,0.5122470584068177,0.7239883126896949,0.7323660714285714,0.625,18.25,0.18000810061394096,0.6269150877368072,16,1631,0.2305334150827713,0.3359901900674433,16,16,W_V3_0.20,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
2,0.6709205853056219,0.45934830576851715,0.8824928648427268,0.7204869437435273,0.48145315269161265,0.7603973738392721,0.7299107142857143,0.625,9.75,0.09313520306381838,0.6493051264476624,16,1498,0.157543391188251,0.2082777036048064,16,16,W_V3_0.20,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
3,0.6572062517920633,0.45616890217541683,0.8582436014087098,0.6944354681890934,0.531084130625972,0.7861887357442071,0.7424719887955182,0.6470588235294118,13.352941176470589,0.12169887965680778,0.6582927597816249,17,1746,0.2124856815578465,0.1958762886597938,17,17,W_V3_0.20,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
4,0.610563492114002,0.43943169813308897,0.7816952860949148,0.6161842518766676,0.5436837190375485,0.69226285986335,0.6808917441896164,0.6,10.6,0.12368806483004634,0.6190274190956443,15,1425,0.28912280701754384,0.2392982456140351,15,15,W_V3_0.20,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
5,0.67347790272909,0.5107938416394027,0.8361619638187772,0.7140532868334024,0.640552063884635,0.7628907476448039,0.860176282051282,0.8125,9.5625,0.11171126785845129,0.699209033966621,16,1335,0.2606741573033708,0.24344569288389514,16,16,W_V3_0.20,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
1,0.5830933369483984,0.3920126587373468,0.77417401515945,0.6611835098612702,0.5269226241322373,0.7148360884913403,0.7748015873015873,0.6875,17.0,0.17323265482853492,0.6253443645719861,16,1631,0.2305334150827713,0.2709993868792152,16,16,W_V3_0.50,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
2,0.668371873556257,0.4441216153641475,0.8926221317483666,0.7091689709386872,0.5004599422585837,0.7609348853748122,0.7488839285714286,0.625,8.5625,0.08184730036982238,0.6586740583391087,16,1498,0.157543391188251,0.17289719626168223,16,16,W_V3_0.50,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
3,0.6451721558594609,0.4242401026766065,0.8661042090423154,0.6763112256977105,0.5611713255858647,0.7805369488203876,0.758578431372549,0.6470588235294118,13.764705882352942,0.1304971226520373,0.6752691199106979,17,1746,0.2124856815578465,0.14833906071019473,17,17,W_V3_0.50,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
4,0.5945704326423352,0.3961674546345664,0.7929734106501041,0.6031089608555674,0.5387131874407394,0.6829054973666708,0.7285714285714284,0.6666666666666666,11.333333333333334,0.1367976645556521,0.6144774720262325,15,1425,0.28912280701754384,0.19929824561403509,15,15,W_V3_0.50,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
5,0.671713878083624,0.5223378639196714,0.8210898922475767,0.7191826447250385,0.6532201261339362,0.7742079302631576,0.8029057017543859,0.6875,9.8125,0.11753738274920494,0.7149985990170568,16,1335,0.2606741573033708,0.2898876404494382,16,16,W_V3_0.50,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
1,0.5835396430741575,0.3983954281873021,0.7686838579610129,0.659682356182601,0.5232087218396708,0.693458927756435,0.803125,0.75,16.25,0.16355100836079253,0.624203165553477,16,1631,0.2305334150827713,0.2893930104230533,16,16,W_V3_1.00,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
2,0.6392210666603877,0.4007501526750856,0.87769198064569,0.6795007923280647,0.4890065733984633,0.7561797925114084,0.7358993902439024,0.5625,7.5,0.07548244824484526,0.6573161746008307,16,1498,0.157543391188251,0.17356475300400534,16,16,W_V3_1.00,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
3,0.6505437294925761,0.44993426319092134,0.8511531957942308,0.6993433491012416,0.5681532222738794,0.7642576659283704,0.7923116615067078,0.7058823529411765,14.352941176470589,0.13152233683415046,0.6642941993785013,17,1746,0.2124856815578465,0.1849942726231386,17,17,W_V3_1.00,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
4,0.5793613667446329,0.3717148120829662,0.7870079214062997,0.5916929598501158,0.5338364367453289,0.6582470986904575,0.7365599476036369,0.6666666666666666,12.066666666666666,0.14385263542317037,0.6032024771399005,15,1425,0.28912280701754384,0.19157894736842104,15,15,W_V3_1.00,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
5,0.6555771083856581,0.5177162391148997,0.7934379776564164,0.718300906873478,0.6599206032390206,0.7856757383237026,0.8068281615925059,0.75,11.4375,0.13970753942722852,0.7332059979690786,16,1335,0.2606741573033708,0.35580524344569286,16,16,W_V3_1.00,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
