outer_fold,C,l1_ratio,inner_auroc,inner_balanced_accuracy,inner_macro_f1,inner_brier,selected,candidate_groups
2,0.1,0.1,0.5335771276595744,0.5367353723404256,0.5203640709754528,0.25863405999107203,False,final:feature
2,0.1,0.5,0.4474734042553192,0.5304188829787234,0.48528225806451614,0.25238629501110144,False,final:feature
2,0.1,0.9,0.43916223404255317,0.5056515957446809,0.40178878568971443,0.24746864134455887,False,final:feature
2,0.3,0.1,0.5362367021276595,0.5452127659574468,0.538195981233956,0.267628591117876,False,final:feature
2,0.3,0.5,0.5508643617021277,0.547373670212766,0.5337837837837838,0.25845285139158464,True,final:feature
2,0.3,0.9,0.5172872340425532,0.5126329787234043,0.4847968172776357,0.25989310838013985,False,final:feature
2,1.0,0.1,0.5382313829787234,0.5487034574468085,0.5481682496607869,0.28681778638911176,False,final:feature
2,1.0,0.5,0.5342420212765958,0.5508643617021276,0.5478027216780792,0.2789628895578849,False,final:feature
2,1.0,0.9,0.5152925531914894,0.5217752659574468,0.5165505226480837,0.28387393174977843,False,final:feature
2,3.0,0.1,0.5425531914893618,0.5465425531914894,0.5466366591647912,0.3002520890540371,False,final:feature
2,3.0,0.5,0.5375664893617021,0.5387300531914894,0.5387300531914894,0.30003372178514753,False,final:feature
2,3.0,0.9,0.5345744680851064,0.5408909574468085,0.540508574807806,0.2971516070108979,False,final:feature
3,0.01,0.1,0.47271825396825395,0.5,0.3620689655172414,0.24607304668021301,False,final:feature
3,0.01,0.5,0.5,0.5,0.3620689655172414,0.2479928342457559,False,final:feature
3,0.01,0.9,0.5,0.5,0.3620689655172414,0.24766324575311158,False,final:feature
3,0.03,0.1,0.4527116402116403,0.4990079365079365,0.4405241935483871,0.2518551176057064,False,final:feature
3,0.03,0.5,0.5,0.5,0.3620689655172414,0.24656439210067005,False,final:feature
3,0.03,0.9,0.5,0.5,0.3620689655172414,0.2465578377991021,False,final:feature
3,0.1,0.1,0.47619047619047616,0.5188492063492064,0.5058760683760684,0.26444234922984206,False,final:feature
3,0.1,0.5,0.44576719576719576,0.49107142857142855,0.4348607367475292,0.25632671202447715,False,final:feature
3,0.1,0.9,0.45519179894179895,0.49206349206349204,0.3583815028901734,0.2486672742396725,False,final:feature
3,0.3,0.1,0.501984126984127,0.5238095238095238,0.5165505226480837,0.2775575950607447,False,final:feature
3,0.3,0.5,0.47354497354497355,0.5054563492063492,0.49721254355400696,0.2720754511396824,False,final:feature
3,0.3,0.9,0.47354497354497355,0.5133928571428572,0.504334121355398,0.2647122841984511,False,final:feature
3,1.0,0.1,0.5095899470899471,0.5128968253968254,0.5105156037991859,0.2994042299485493,False,final:feature
3,1.0,0.5,0.5029761904761905,0.5128968253968254,0.5105156037991859,0.29501989216627955,False,final:feature
3,1.0,0.9,0.5042989417989419,0.5287698412698413,0.5254787961696307,0.28995710233172894,False,final:feature
3,3.0,0.1,0.5132275132275133,0.5074404761904762,0.5065011324553309,0.31971589513809473,True,final:feature
3,3.0,0.5,0.5125661375661376,0.49950396825396826,0.4988294314381271,0.3220868629665704,False,final:feature
3,3.0,0.9,0.5099206349206349,0.48908730158730157,0.4878785336800604,0.3230341070238841,False,final:feature
4,0.01,0.1,0.46170212765957447,0.5,0.3672316384180791,0.24674710325883684,False,final:feature
4,0.01,0.5,0.4754500818330606,0.5,0.3672316384180791,0.24827985277896397,False,final:feature
4,0.01,0.9,0.4754500818330606,0.5,0.3672316384180791,0.24783086014450073,False,final:feature
4,0.03,0.1,0.49525368248772506,0.46153846153846156,0.3488372093023256,0.2476936217021401,False,final:feature
4,0.03,0.5,0.4685761047463175,0.5,0.3672316384180791,0.2470999919214409,False,final:feature
4,0.03,0.9,0.4754500818330606,0.5,0.3672316384180791,0.24738081570181203,False,final:feature
4,0.1,0.1,0.532569558101473,0.5885433715220949,0.5817923186344239,0.2594082234030587,True,final:feature
4,0.1,0.5,0.4818330605564648,0.47512274959083467,0.38547606239913934,0.24996246954611823,False,final:feature
4,0.1,0.9,0.4482815057283142,0.49230769230769234,0.36363636363636365,0.24819337610966846,False,final:feature
4,0.3,0.1,0.5283142389525368,0.5725040916530278,0.5728026533996683,0.28069321027634875,False,final:feature
4,0.3,0.5,0.511947626841244,0.5713584288052374,0.569341194565496,0.2716509173063208,False,final:feature
4,0.3,0.9,0.5220949263502455,0.5625204582651391,0.5547309833024119,0.25771231464259753,False,final:feature
4,1.0,0.1,0.5044189852700491,0.5494271685761047,0.5495362390215874,0.3156383262575977,False,final:feature
4,1.0,0.5,0.5076923076923078,0.5494271685761047,0.5495362390215874,0.30772149005954086,False,final:feature
4,1.0,0.9,0.5165302782324059,0.5494271685761047,0.5495362390215874,0.2973547085113562,False,final:feature
4,3.0,0.1,0.49721767594108024,0.5234042553191489,0.5234042553191489,0.3437993608773536,False,final:feature
4,3.0,0.5,0.4808510638297872,0.4896890343698854,0.48958333333333337,0.35054242983001516,False,final:feature
4,3.0,0.9,0.4713584288052374,0.4896890343698854,0.48958333333333337,0.35454970399922575,False,final:feature
5,0.01,0.1,0.5329122340425532,0.5,0.3657142857142857,0.24563944278961508,False,final:feature
5,0.01,0.5,0.5,0.5,0.3657142857142857,0.247776784932068,False,final:feature
5,0.01,0.9,0.4876994680851064,0.5,0.3657142857142857,0.2485450975046142,False,final:feature
5,0.03,0.1,0.609375,0.4822140957446808,0.3882275132275132,0.2409460487923415,True,final:feature
5,0.03,0.5,0.4876994680851064,0.5,0.3657142857142857,0.24622752100158038,False,final:feature
5,0.03,0.9,0.4876994680851064,0.5,0.3657142857142857,0.24616565382849348,False,final:feature
5,0.1,0.1,0.5944148936170213,0.5345744680851063,0.5256410256410257,0.24011602317858244,False,final:feature
5,0.1,0.5,0.5857712765957447,0.49285239361702127,0.40783886771910727,0.24347371304585214,False,final:feature
5,0.1,0.9,0.5299202127659575,0.5,0.3657142857142857,0.24348688136943167,False,final:feature
5,0.3,0.1,0.5821143617021277,0.4955119680851064,0.49007540955187656,0.2553393561361523,False,final:feature
5,0.3,0.5,0.5771276595744681,0.5324135638297872,0.5285602843026783,0.24780710367520078,False,final:feature
5,0.3,0.9,0.5977393617021277,0.5608377659574468,0.5526197939991044,0.2417830453914916,False,final:feature
5,1.0,0.1,0.546875,0.47706117021276595,0.4708329721764757,0.2902347150788636,False,final:feature
5,1.0,0.5,0.5518617021276596,0.4798869680851064,0.47574066122799485,0.280259362835538,False,final:feature
5,1.0,0.9,0.5638297872340425,0.5380651595744681,0.5369093231162196,0.2733445611731457,False,final:feature
5,3.0,0.1,0.5378989361702128,0.4720744680851064,0.46853625170998636,0.30837432441941315,False,final:feature
5,3.0,0.5,0.540558510638298,0.4720744680851064,0.46853625170998636,0.30678974870477627,False,final:feature
5,3.0,0.9,0.5398936170212766,0.47490026595744683,0.4728629579375848,0.3063772295121296,False,final:feature
