fold_id,split,epoch,target_match_rate,matched_channels,total_valid_channels,sum_pseudo_core_q,n_core_positive_channels,mean_pseudo_core_q
3,train,14,1.0,5597.0,5597.0,707.0549664497375,1381.0,0.12632749087899545
3,val,14,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,test,14,1.0,1867.0,1867.0,269.38615226745605,389.0,0.14428824438535406
4,train,1,1.0,5736.0,5736.0,794.7535314559937,1245.0,0.13855535764574506
4,val,1,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,2,1.0,5736.0,5736.0,794.7535285949707,1245.0,0.13855535714696143
4,val,2,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,3,1.0,5736.0,5736.0,794.7535305023193,1245.0,0.13855535747948383
4,val,3,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,4,1.0,5736.0,5736.0,794.7535300254822,1245.0,0.13855535739635325
4,val,4,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,5,1.0,5736.0,5736.0,794.7535352706909,1245.0,0.1385553583107899
4,val,5,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,6,1.0,5736.0,5736.0,794.7535238265991,1245.0,0.13855535631565535
4,val,6,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,7,1.0,5736.0,5736.0,794.7535343170166,1245.0,0.13855535814452868
4,val,7,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,8,1.0,5736.0,5736.0,794.753532409668,1245.0,0.13855535781200626
4,val,8,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,9,1.0,5736.0,5736.0,794.7535362243652,1245.0,0.1385553584770511
4,val,9,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,train,10,1.0,5736.0,5736.0,794.7535333633423,1245.0,0.13855535797826748
4,val,10,1.0,1268.0,1268.0,168.81510257720947,319.0,0.13313493894101694
4,test,10,1.0,1807.0,1807.0,204.23152923583984,553.0,0.11302242901817368
5,train,1,1.0,5774.0,5774.0,777.9090838432312,1415.0,0.13472620087343803
5,val,1,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,2,1.0,5774.0,5774.0,777.9090757369995,1415.0,0.13472619946951844
5,val,2,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,3,1.0,5774.0,5774.0,777.9090714454651,1415.0,0.1347261987262669
5,val,3,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,4,1.0,5774.0,5774.0,777.9090785980225,1415.0,0.13472619996501947
5,val,4,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,5,1.0,5774.0,5774.0,777.9090700149536,1415.0,0.13472619847851638
5,val,5,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,6,1.0,5774.0,5774.0,777.9090871810913,1415.0,0.13472620145152256
5,val,6,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,7,1.0,5774.0,5774.0,777.9090769290924,1415.0,0.1347261996759772
5,val,7,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,8,1.0,5774.0,5774.0,777.9090738296509,1415.0,0.13472619913918443
5,val,8,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,9,1.0,5774.0,5774.0,777.9090814590454,1415.0,0.1347262004605205
5,val,9,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,train,10,1.0,5774.0,5774.0,777.9090719223022,1415.0,0.1347261988088504
5,val,10,1.0,1472.0,1472.0,166.79389572143555,285.0,0.11331107046293176
5,test,10,1.0,1565.0,1565.0,223.09719467163086,417.0,0.1425541180010421
