config,variant_family,score_variant,score_space,alpha,beta,gamma,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,passes_main_gate,score_name
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_only,patient_zscore_probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,teacher_only
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.02,patient_zscore_probability,0.02,,,0.6423453120843763,0.47008624375292013,0.5191267228564278,0.7106846364276704,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_a0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.05,patient_zscore_probability,0.05,,,0.642370508988302,0.4705159359607726,0.5191198565950303,0.7092012562600798,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_a0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.10,patient_zscore_probability,0.1,,,0.6428821935872417,0.47141360220642575,0.5213343369131803,0.7113902483880963,0.5888888888888889,90,True,True,True,False,False,False,teacher_plus_broad_a0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.20,patient_zscore_probability,0.2,,,0.6426869117115686,0.4699496253015854,0.5243217332087984,0.7290003928946595,0.6222222222222222,90,False,False,True,True,True,False,teacher_plus_broad_a0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.30,patient_zscore_probability,0.3,,,0.6433689611662229,0.4713493067950678,0.5244532073513788,0.7165694069555858,0.6,90,True,True,True,True,True,True,teacher_plus_broad_a0.30
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_a0.50,patient_zscore_probability,0.5,,,0.6442376310582222,0.4730302229620827,0.5267316993781479,0.7076914292582849,0.5888888888888889,90,True,True,True,False,False,False,teacher_plus_broad_a0.50
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b+0.00,patient_zscore_probability,0.02,0.0,,0.6423453120843763,0.47008624375292013,0.5191267228564278,0.7106846364276704,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.02_b+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b+0.05,patient_zscore_probability,0.02,0.05,,0.642092117473407,0.4701346102626446,0.5191699687667188,0.7103633123611602,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.02_b+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b+0.10,patient_zscore_probability,0.02,0.1,,0.6427262080552701,0.4713467211660762,0.5204182105623995,0.7095257917590339,0.5888888888888889,90,True,True,True,False,False,False,teacher_plus_broad_core_a0.02_b+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b+0.20,patient_zscore_probability,0.02,0.2,,0.6420409290731781,0.4700987163798364,0.52071449820479,0.7085925672767778,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.02_b+0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b-0.05,patient_zscore_probability,0.02,-0.05,,0.6419633816341938,0.4697103853332908,0.5157387339635773,0.7095057033609665,0.6,90,False,False,False,False,True,False,teacher_plus_broad_core_a0.02_b-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b-0.10,patient_zscore_probability,0.02,-0.1,,0.639313550778252,0.46533021472220065,0.5147244384477792,0.709222275823153,0.6,90,False,False,False,False,True,False,teacher_plus_broad_core_a0.02_b-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.02_b-0.20,patient_zscore_probability,0.02,-0.2,,0.6362987357766161,0.46064006809381897,0.5045146278026914,0.6719237341605763,0.5444444444444444,90,False,False,False,False,False,False,teacher_plus_broad_core_a0.02_b-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b+0.00,patient_zscore_probability,0.05,0.0,,0.642370508988302,0.4705159359607726,0.5191198565950303,0.7092012562600798,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.05_b+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b+0.05,patient_zscore_probability,0.05,0.05,,0.6423345583563919,0.47065725834626837,0.5200486184128187,0.7107272302860538,0.5888888888888889,90,False,True,True,False,False,False,teacher_plus_broad_core_a0.05_b+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b+0.10,patient_zscore_probability,0.05,0.1,,0.6419937702868588,0.47033422873579295,0.5204889334295224,0.7110072732405154,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.05_b+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b+0.20,patient_zscore_probability,0.05,0.2,,0.6421215822510217,0.4704797193924184,0.5211686875985129,0.7104345161775503,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.05_b+0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b-0.05,patient_zscore_probability,0.05,-0.05,,0.6417149969506645,0.46934221678927746,0.5171355917598435,0.710907790466614,0.6,90,False,False,False,False,True,False,teacher_plus_broad_core_a0.05_b-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b-0.10,patient_zscore_probability,0.05,-0.1,,0.6415255732795712,0.4683898209122362,0.5163240145690018,0.7087373214733895,0.6,90,False,False,False,False,True,False,teacher_plus_broad_core_a0.05_b-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.05_b-0.20,patient_zscore_probability,0.05,-0.2,,0.6377236500250808,0.46253388113837546,0.5078006675963835,0.6862563459931881,0.5666666666666667,90,False,False,False,False,False,False,teacher_plus_broad_core_a0.05_b-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b+0.00,patient_zscore_probability,0.1,0.0,,0.6428821935872417,0.47141360220642575,0.5213343369131803,0.7113902483880963,0.5888888888888889,90,True,True,True,False,False,False,teacher_plus_broad_core_a0.10_b+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b+0.05,patient_zscore_probability,0.1,0.05,,0.6432056433580239,0.47165899059525696,0.5218773824202646,0.7112766335098756,0.5888888888888889,90,True,True,True,False,False,False,teacher_plus_broad_core_a0.10_b+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b+0.10,patient_zscore_probability,0.1,0.1,,0.6409458539798845,0.46868649624192554,0.522380699095137,0.7128532524120759,0.5888888888888889,90,False,False,True,False,False,False,teacher_plus_broad_core_a0.10_b+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b+0.20,patient_zscore_probability,0.1,0.2,,0.6431766529895566,0.4721403515310901,0.5225557510383619,0.7162449895783229,0.6,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.10_b+0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b-0.05,patient_zscore_probability,0.1,-0.05,,0.6425906773544967,0.46979470568436904,0.5190889330958439,0.7149729388672054,0.6,90,False,False,True,False,True,False,teacher_plus_broad_core_a0.10_b-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b-0.10,patient_zscore_probability,0.1,-0.1,,0.6413858329673933,0.46818014496241644,0.5184154894292482,0.7098967950503038,0.6,90,False,False,False,False,True,False,teacher_plus_broad_core_a0.10_b-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.10_b-0.20,patient_zscore_probability,0.1,-0.2,,0.6388805335138246,0.4643869560937016,0.5120774253201202,0.6877903269569936,0.5666666666666667,90,False,False,False,False,False,False,teacher_plus_broad_core_a0.10_b-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.00,patient_zscore_probability,0.2,0.0,,0.6426869117115686,0.4699496253015854,0.5243217332087984,0.7290003928946595,0.6222222222222222,90,False,False,True,True,True,False,teacher_plus_broad_core_a0.20_b+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.05,patient_zscore_probability,0.2,0.05,,0.6420570693669675,0.46948772108846737,0.5243823977649337,0.7298291991646423,0.6222222222222222,90,False,False,True,True,True,False,teacher_plus_broad_core_a0.20_b+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.10,patient_zscore_probability,0.2,0.1,,0.6419439162729611,0.47018750415882615,0.5246682212256212,0.7260431235431235,0.6222222222222222,90,False,False,True,True,True,False,teacher_plus_broad_core_a0.20_b+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.20,patient_zscore_probability,0.2,0.2,,0.643057337643612,0.4721410493141257,0.5240633757375339,0.7243217503660812,0.6222222222222222,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.20_b+0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b-0.05,patient_zscore_probability,0.2,-0.05,,0.6432030040492808,0.4707852187134565,0.5237226439975914,0.7237833990829633,0.6111111111111112,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.20_b-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b-0.10,patient_zscore_probability,0.2,-0.1,,0.6430586943711005,0.4708536233118463,0.5215905254917523,0.7178727439446659,0.6111111111111112,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.20_b-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.20_b-0.20,patient_zscore_probability,0.2,-0.2,,0.6401627025953354,0.4662919032864176,0.5184272914649992,0.7017191991616215,0.5777777777777777,90,False,False,False,False,False,False,teacher_plus_broad_core_a0.20_b-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.30_b+0.00,patient_zscore_probability,0.3,0.0,,0.6433689611662229,0.4713493067950678,0.5244532073513788,0.7165694069555858,0.6,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.30_b+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,teacher_anchor,teacher_plus_broad_core_a0.30_b+0.05,patient_zscore_probability,0.3,0.05,,0.6442030217192161,0.4729698294426496,0.525150017650085,0.7215821315576219,0.6111111111111112,90,True,True,True,True,True,True,teacher_plus_broad_core_a0.30_b+0.05
