config,score_name,score_variant,gamma,fusion_space,fold_idx,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,5,0.717046514196771,0.5853999061686822,0.6411275576163376,0.7780676472536938,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,1,0.6284762953633342,0.464030822844017,0.514189213712329,0.6192901234567901,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,2,0.6209390751817921,0.38197668968624954,0.43090310429190115,0.5648148148148148,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,3,0.6612754769908075,0.4626378848057597,0.5309906324088595,0.767962962962963,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,4,0.5994075224761728,0.46458820105395165,0.5125719902122793,0.6638888888888889,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,5,0.717046514196771,0.5853999061686822,0.6409129538136934,0.8058530249706721,0.7777777777777778,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,1,0.6246741797061067,0.45555417765481443,0.5050709903802223,0.627226631393298,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,2,0.6181352596084747,0.37784389835833626,0.4330666206181376,0.5861111111111111,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,3,0.6640007724237774,0.46796779454743415,0.5318112959222103,0.7494444444444445,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,4,0.6044182789071982,0.47206554489894903,0.5058418559756617,0.695679012345679,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,5,0.7028435100964843,0.5572999956682742,0.6328268135211993,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,1,0.6246741797061067,0.45555417765481443,0.5056616033102429,0.6198192239858906,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,2,0.6301859773919216,0.399766556310406,0.4389821261525049,0.6185185185185185,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,3,0.6602980900620353,0.4628175074822534,0.5297444053309848,0.7402777777777777,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,4,0.604679662349731,0.4703035651179015,0.5023748403690808,0.66820987654321,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,5,0.7028435100964843,0.5572999956682742,0.6325572807321405,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,1,0.6276706358617159,0.46026096777827125,0.5003640621162352,0.6475970017636684,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,2,0.6306897096804713,0.40031121861977415,0.4389210240350645,0.6462962962962963,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,3,0.6602980900620353,0.4628175074822534,0.5278707008197212,0.7402777777777777,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,4,0.600039777295819,0.46243317163325975,0.49911735503392773,0.6531771968046478,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,5,0.7038595616319199,0.5591163109174252,0.6303440340386331,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,1,0.598760574420526,0.42758136506885697,0.5070720472916443,0.5853494445548709,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,2,0.629911902292614,0.39656932509531495,0.44559633925424347,0.6546934865900383,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,3,0.6576059143119286,0.45420923548213943,0.5225174483201903,0.7614814814814815,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,4,0.5917271821192978,0.45702024777763267,0.5012101401487015,0.6292328042328043,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,5,0.7162615594273402,0.5915741209492188,0.636390515654977,0.8268366727383121,0.7777777777777778,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,1,0.62600557646234,0.457188164582919,0.512616855379278,0.6563271604938271,0.5,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,2,0.6181352596084747,0.37784389835833626,0.4340142849667305,0.5861111111111111,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,3,0.6638143061425398,0.46726751443538933,0.5309298445425867,0.7494444444444445,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,4,0.6000598379919618,0.46594631946250864,0.5089144579802922,0.6965608465608466,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,5,0.7153059939145842,0.581872569308012,0.6407776239215336,0.7777623969484435,0.7222222222222222,18
